dataset,training_ratio,model,training_time,predict_time,error,model_size
diabetes_50_50,0.001,QDA,0.0009173300004476914,0.0037567899998975918,0.43854515672697486,923.9999999999999
diabetes_50_50,0.001,LDA,0.0011665900001389675,0.0004266199997800868,0.3594296776114958,483.00000000000006
diabetes_50_50,0.001,Decicision Tree,0.0005935999997745967,0.0010624400001688628,0.377782741419105,52.0
diabetes_50_50,0.001,Random Forrest,0.1612744300007762,0.07183789999944565,0.30786240786240787,12025.6
diabetes_50_50,0.001,AdaBoost,0.020367410000108065,0.017674759999499655,0.3438090983545529,287.59999999999997
diabetes_50_50,0.001,kNN,0.00043757000021287244,0.3265521199999057,0.37220609038790864,0
diabetes_50_50,0.001,Logistic Regression,0.007681270000102813,0.0005093200001283549,0.32927555654828383,0
diabetes_50_50,0.001,Neural Network,0.10387534000037704,0.009582410000439268,0.48491549400640305,72961.99999999999
diabetes_50_50,0.0011513953993264468,QDA,0.0009199099997204028,0.003776380000272184,0.4463222156045265,923.9999999999999
diabetes_50_50,0.0011513953993264468,LDA,0.0011892899998201755,0.0004534400010015815,0.3216721262656343,483.00000000000006
diabetes_50_50,0.0011513953993264468,Decicision Tree,0.0006182799996167887,0.0011452100006863475,0.3546605122096486,59.2
diabetes_50_50,0.0011513953993264468,Random Forrest,0.1594831999995222,0.07370501000041257,0.291460690887433,13414.800000000003
diabetes_50_50,0.0011513953993264468,AdaBoost,0.02046593000013672,0.017228199999590285,0.3196843359142346,285.59999999999997
diabetes_50_50,0.0011513953993264468,kNN,0.0004395699997985502,0.3151067300001159,0.34314324002382374,0
diabetes_50_50,0.0011513953993264468,Logistic Regression,0.007349239999166458,0.000494740000431193,0.3000744490768314,0
diabetes_50_50,0.0011513953993264468,Neural Network,0.014079560000027415,0.009199319999606815,0.4657757593805837,72961.99999999999
diabetes_50_50,0.0013257113655901094,QDA,0.0009288499997637701,0.0035968300013337283,0.4724145633236543,923.9999999999999
diabetes_50_50,0.0013257113655901094,LDA,0.0011909000000741798,0.00042715999952633863,0.3266473084654903,483.00000000000006
diabetes_50_50,0.0013257113655901094,Decicision Tree,0.0005905400012125028,0.0010153099996387028,0.35952646861737775,61.2
diabetes_50_50,0.0013257113655901094,Random Forrest,0.1627427899991744,0.07818548999966879,0.29555505919142283,15614.8
diabetes_50_50,0.0013257113655901094,AdaBoost,0.02072034999982861,0.01749022999938461,0.32010274737547467,285.59999999999997
diabetes_50_50,0.0013257113655901094,kNN,0.00047147000004770233,0.31502452999957314,0.3628248082793537,0
diabetes_50_50,0.0013257113655901094,Logistic Regression,0.007478989999435726,0.0005026600003475323,0.31250837614473975,0
diabetes_50_50,0.0013257113655901094,Neural Network,0.013359749999290215,0.009356439999464783,0.459675377857196,72961.99999999999
diabetes_50_50,0.0015264179671752333,QDA,0.0009130200003710342,0.0036229099994670834,0.4328841572364503,923.9999999999999
diabetes_50_50,0.0015264179671752333,LDA,0.0012241100001119775,0.00045319000018935186,0.32024270399047056,483.00000000000006
diabetes_50_50,0.0015264179671752333,Decicision Tree,0.000616279999667313,0.0010428900004626485,0.36000595592614654,67.2
diabetes_50_50,0.0015264179671752333,Random Forrest,0.1644958400000178,0.08022123000009743,0.28951756998213224,17562.0
diabetes_50_50,0.0015264179671752333,AdaBoost,0.020660219999263065,0.01725834000062605,0.3244267421083979,288.79999999999995
diabetes_50_50,0.0015264179671752333,kNN,0.00046404999993683306,0.31045958999930007,0.33897409172126275,0
diabetes_50_50,0.0015264179671752333,Logistic Regression,0.00796836000008625,0.0005121099999087164,0.3021292435973794,0
diabetes_50_50,0.0015264179671752333,Neural Network,0.016158779999386752,0.009448750000228755,0.43959201905896367,72961.99999999999
diabetes_50_50,0.0017575106248547913,QDA,0.0008984300005977275,0.0036293899996962865,0.45535288862418116,923.9999999999999
diabetes_50_50,0.0017575106248547913,LDA,0.0012048100001265994,0.0004677700002503116,0.305710244192972,483.00000000000006
diabetes_50_50,0.0017575106248547913,Decicision Tree,0.0006745899998350068,0.001035260000207927,0.35864353782013103,71.6
diabetes_50_50,0.0017575106248547913,Random Forrest,0.16348840999999084,0.0838713799999823,0.29009082787373436,19920.399999999998
diabetes_50_50,0.0017575106248547913,AdaBoost,0.021160289999534142,0.016657760000452982,0.3211360929124479,280.4
diabetes_50_50,0.0017575106248547913,kNN,0.0004788399994140491,0.31566340000063065,0.3446545562835021,0
diabetes_50_50,0.0017575106248547913,Logistic Regression,0.007513289999769768,0.0004944700001942693,0.29528737343656936,0
diabetes_50_50,0.0017575106248547913,Neural Network,0.01853168000052392,0.009416800000326476,0.4044222751637879,72961.99999999999
diabetes_50_50,0.0020235896477251575,QDA,0.0009196400005748728,0.003595339999446879,0.43367331745086357,923.9999999999999
diabetes_50_50,0.0020235896477251575,LDA,0.0012164100000518372,0.00043625999969663096,0.30793627159023224,483.00000000000006
diabetes_50_50,0.0020235896477251575,Decicision Tree,0.0006920899992110208,0.0011442500002885937,0.37564770696843364,90.80000000000001
diabetes_50_50,0.0020235896477251575,Random Forrest,0.16602376000046204,0.0867205999998987,0.2876116736152472,22517.600000000002
diabetes_50_50,0.0020235896477251575,AdaBoost,0.020982860000003708,0.01753874000023643,0.3265634306134604,292.0
diabetes_50_50,0.0020235896477251575,kNN,0.00045088999977451757,0.31351911000019755,0.33177486599166167,0
diabetes_50_50,0.0020235896477251575,Logistic Regression,0.007556650000697118,0.0005054499990365003,0.29957564026206074,0
diabetes_50_50,0.0020235896477251575,Neural Network,0.021314580000034767,0.009571620000497202,0.3638921977367481,72961.99999999999
diabetes_50_50,0.002329951810515372,QDA,0.0009517599995888304,0.003805839999404271,0.46236318963591694,923.9999999999999
diabetes_50_50,0.002329951810515372,LDA,0.0012595099993632174,0.00042765000034705736,0.31362519544337725,483.00000000000006
diabetes_50_50,0.002329951810515372,Decicision Tree,0.0007237900001200616,0.001168129999859957,0.3564217109671655,92.80000000000001
diabetes_50_50,0.002329951810515372,Random Forrest,0.16907946999963314,0.09109142000052088,0.2896805896805897,26076.8
diabetes_50_50,0.002329951810515372,AdaBoost,0.021525140000449028,0.01737078000041947,0.32226937681483137,291.2
diabetes_50_50,0.002329951810515372,kNN,0.00044206999991729394,0.3215906500005076,0.33063063063063064,0
